"ERR","Element.symbol","Subclass","ST","Source","Type"
"ERR10391438","blaCTX-M-15","CEPHALOSPORIN","12780","Animal","ESBL"
"ERR10391439","blaTEM-1","BETA-LACTAM","685","Animal","ESBL"
"ERR10391439","blaCTX-M-15","CEPHALOSPORIN","685","Animal","ESBL"
"ERR10391439","blaEC","BETA-LACTAM","685","Animal","ESBL"
"ERR10391440","blaEC","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391440","blaCTX-M-15","CEPHALOSPORIN","1312","Animal","ESBL"
"ERR10391440","blaTEM-1","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391441","blaCTX-M-14","CEPHALOSPORIN","2705","Animal","ESBL"
"ERR10391441","blaEC","BETA-LACTAM","2705","Animal","ESBL"
"ERR10391442","blaEC","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391442","blaCTX-M-15","CEPHALOSPORIN","1312","Animal","ESBL"
"ERR10391442","blaTEM-1","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391443","blaCTX-M-27","CEPHALOSPORIN","716","Animal","ESBL"
"ERR10391443","blaEC","BETA-LACTAM","716","Animal","ESBL"
"ERR10391444","blaEC","BETA-LACTAM","165","Animal","ESBL"
"ERR10391444","blaTEM-1","BETA-LACTAM","165","Animal","ESBL"
"ERR10391444","blaCTX-M-15","CEPHALOSPORIN","165","Animal","ESBL"
"ERR10391445","blaEC","BETA-LACTAM","2172","Animal","ESBL"
"ERR10391445","blaCTX-M-15","CEPHALOSPORIN","2172","Animal","ESBL"
"ERR10391445","blaTEM-1","BETA-LACTAM","2172","Animal","ESBL"
"ERR10391446","blaEC","BETA-LACTAM","746","Animal","ESBL"
"ERR10391446","blaCTX-M-15","CEPHALOSPORIN","746","Animal","ESBL"
"ERR10391447","blaEC","BETA-LACTAM","12780","Animal","ESBL"
"ERR10391447","blaCTX-M-15","CEPHALOSPORIN","12780","Animal","ESBL"
"ERR10391448","blaEC","BETA-LACTAM","361","Animal","ESBL"
"ERR10391448","blaTEM-1","BETA-LACTAM","361","Animal","ESBL"
"ERR10391448","blaCTX-M-15","CEPHALOSPORIN","361","Animal","ESBL"
"ERR10391449","blaEC","BETA-LACTAM","7473","Animal","ESBL"
"ERR10391449","blaTEM-1","BETA-LACTAM","7473","Animal","ESBL"
"ERR10391449","blaCTX-M-15","CEPHALOSPORIN","7473","Animal","ESBL"
"ERR10391450","blaEC","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391450","blaCTX-M-15","CEPHALOSPORIN","1312","Animal","ESBL"
"ERR10391451","blaTEM-1","BETA-LACTAM","58","Animal","ESBL"
"ERR10391451","blaCTX-M-15","CEPHALOSPORIN","58","Animal","ESBL"
"ERR10391451","blaEC","BETA-LACTAM","58","Animal","ESBL"
"ERR10391452","blaCTX-M-15","CEPHALOSPORIN","3489","Animal","ESBL"
"ERR10391452","blaEC","BETA-LACTAM","3489","Animal","ESBL"
"ERR10391453","blaEC","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391453","blaCTX-M-15","CEPHALOSPORIN","1312","Animal","ESBL"
"ERR10391454","blaEC","BETA-LACTAM","398","Animal","ESBL"
"ERR10391454","blaCTX-M-15","CEPHALOSPORIN","398","Animal","ESBL"
"ERR10391454","blaTEM-1","BETA-LACTAM","398","Animal","ESBL"
"ERR10391455","blaEC","BETA-LACTAM","58","Animal","ESBL"
"ERR10391455","blaCTX-M-15","CEPHALOSPORIN","58","Animal","ESBL"
"ERR10391456","blaCTX-M-15","CEPHALOSPORIN","3489","Animal","ESBL"
"ERR10391456","blaEC","BETA-LACTAM","3489","Animal","ESBL"
"ERR10391457","blaEC","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391457","blaCTX-M-15","CEPHALOSPORIN","1312","Animal","ESBL"
"ERR10391457","blaTEM-1","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391458","blaTEM-1","BETA-LACTAM","12815","Animal","ESBL"
"ERR10391458","blaCTX-M-15","CEPHALOSPORIN","12815","Animal","ESBL"
"ERR10391458","blaEC","BETA-LACTAM","12815","Animal","ESBL"
"ERR10391459","blaTEM-1","BETA-LACTAM","162","Animal","ESBL"
"ERR10391459","blaCTX-M-15","CEPHALOSPORIN","162","Animal","ESBL"
"ERR10391459","blaEC","BETA-LACTAM","162","Animal","ESBL"
"ERR10391593","blaEC","BETA-LACTAM","5307","Animal","ESBL"
"ERR10391593","blaCTX-M-15","CEPHALOSPORIN","5307","Animal","ESBL"
"ERR10391593","blaTEM-1","BETA-LACTAM","5307","Animal","ESBL"
"ERR10391594","blaEC","BETA-LACTAM","48","Animal","ESBL"
"ERR10391594","blaTEM-1","BETA-LACTAM","48","Animal","ESBL"
"ERR10391594","blaCTX-M-15","CEPHALOSPORIN","48","Animal","ESBL"
"ERR10391595","blaCTX-M-55","CEPHALOSPORIN","2705","Animal","ESBL"
"ERR10391595","blaTEM-1","BETA-LACTAM","2705","Animal","ESBL"
"ERR10391595","blaEC","BETA-LACTAM","2705","Animal","ESBL"
"ERR10391596","blaEC","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391596","blaCTX-M-15","CEPHALOSPORIN","1312","Animal","ESBL"
"ERR10391596","blaTEM-1","BETA-LACTAM","1312","Animal","ESBL"
"ERR10391597","blaCTX-M-15","CEPHALOSPORIN","38","Environment","ESBL"
"ERR10391597","blaEC","BETA-LACTAM","38","Environment","ESBL"
"ERR10391598","blaCTX-M-15","CEPHALOSPORIN","48","Environment","ESBL"
"ERR10391598","blaEC","BETA-LACTAM","48","Environment","ESBL"
"ERR10391599","blaCTX-M-15","CEPHALOSPORIN","48","Environment","ESBL"
"ERR10391599","blaEC","BETA-LACTAM","48","Environment","ESBL"
"ERR10391600","blaCTX-M-14","CEPHALOSPORIN","131","Environment","ESBL"
"ERR10391600","blaTEM-1","BETA-LACTAM","131","Environment","ESBL"
"ERR10391600","blaEC","BETA-LACTAM","131","Environment","ESBL"
"ERR10391601","blaCTX-M-15","CEPHALOSPORIN","4981","Environment","ESBL"
"ERR10391601","blaEC","BETA-LACTAM","4981","Environment","ESBL"
"ERR10391602","blaEC","BETA-LACTAM","450","Environment","ESBL"
"ERR10391602","blaTEM-1","BETA-LACTAM","450","Environment","ESBL"
"ERR10391602","blaCTX-M-15","CEPHALOSPORIN","450","Environment","ESBL"
"ERR10391603","blaEC","BETA-LACTAM","38","Environment","ESBL"
"ERR10391603","blaCTX-M-15","CEPHALOSPORIN","38","Environment","ESBL"
"ERR10391603","blaTEM-1","BETA-LACTAM","38","Environment","ESBL"
"ERR10391603","blaOXA-1","CEPHALOSPORIN","38","Environment","ESBL"
"ERR10391604","blaCTX-M-15","CEPHALOSPORIN","48","Environment","ESBL"
"ERR10391604","blaEC","BETA-LACTAM","48","Environment","ESBL"
"ERR10391605","blaEC","BETA-LACTAM","13620","Environment","ESBL"
"ERR10391605","blaCTX-M-15","CEPHALOSPORIN","13620","Environment","ESBL"
"ERR10391606","blaCTX-M-15","CEPHALOSPORIN","38","Environment","ESBL"
"ERR10391606","blaTEM-1","BETA-LACTAM","38","Environment","ESBL"
"ERR10391606","blaEC","BETA-LACTAM","38","Environment","ESBL"
"ERR10391607","blaEC","BETA-LACTAM","58","Environment","ESBL"
"ERR10391607","blaTEM-1","BETA-LACTAM","58","Environment","ESBL"
"ERR10391607","blaCTX-M-15","CEPHALOSPORIN","58","Environment","ESBL"
"ERR10391608","blaEC","BETA-LACTAM","224","Environment","ESBL"
"ERR10391608","blaCTX-M-1","CEPHALOSPORIN","224","Environment","ESBL"
"ERR10391608","blaTEM-1","BETA-LACTAM","224","Environment","ESBL"
"ERR10391609","blaCTX-M-15","CEPHALOSPORIN","48","Environment","ESBL"
"ERR10391609","blaEC","BETA-LACTAM","48","Environment","ESBL"
"ERR10391610","blaEC","BETA-LACTAM","205","Environment","ESBL"
"ERR10391610","blaTEM-1","BETA-LACTAM","205","Environment","ESBL"
"ERR10391610","blaCTX-M-15","CEPHALOSPORIN","205","Environment","ESBL"
"ERR10391610","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","205","Environment","ESBL"
"ERR10391611","blaEC","BETA-LACTAM","542","Environment","ESBL"
"ERR10391611","blaCTX-M-15","CEPHALOSPORIN","542","Environment","ESBL"
"ERR10391612","blaEC","BETA-LACTAM","167","Environment","ESBL"
"ERR10391612","blaTEM-1","BETA-LACTAM","167","Environment","ESBL"
"ERR10391612","blaCTX-M-15","CEPHALOSPORIN","167","Environment","ESBL"
"ERR10391613","blaEC","BETA-LACTAM","167","Environment","ESBL"
"ERR10391613","blaTEM-1","BETA-LACTAM","167","Environment","ESBL"
"ERR10391613","blaCTX-M-27","CEPHALOSPORIN","167","Environment","ESBL"
"ERR10391614","blaTEM-1","BETA-LACTAM","450","Environment","ESBL"
"ERR10391614","blaEC","BETA-LACTAM","450","Environment","ESBL"
"ERR10391614","blaCTX-M-15","CEPHALOSPORIN","450","Environment","ESBL"
"ERR10391615","blaEC","BETA-LACTAM","453","Environment","ESBL"
"ERR10391615","blaCTX-M-15","CEPHALOSPORIN","453","Environment","ESBL"
"ERR10391616","ompC_R195L","CARBAPENEM","410","Environment","ESBL"
"ERR10391616","blaCMY-2","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391616","blaTEM-1","BETA-LACTAM","410","Environment","ESBL"
"ERR10391616","blaCTX-M-55","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391616","blaOXA-1","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391616","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391616","blaEC","BETA-LACTAM","410","Environment","ESBL"
"ERR10391617","blaEC","BETA-LACTAM","13619","Environment","ESBL"
"ERR10391617","blaCTX-M-15","CEPHALOSPORIN","13619","Environment","ESBL"
"ERR10391618","blaCTX-M-15","CEPHALOSPORIN","46","Environment","ESBL"
"ERR10391618","blaEC","BETA-LACTAM","46","Environment","ESBL"
"ERR10391618","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","46","Environment","ESBL"
"ERR10391618","blaTEM-190","BETA-LACTAM","46","Environment","ESBL"
"ERR10391619","blaTEM-1","BETA-LACTAM","226","Environment","ESBL"
"ERR10391619","blaCTX-M-15","CEPHALOSPORIN","226","Environment","ESBL"
"ERR10391619","blaEC","BETA-LACTAM","226","Environment","ESBL"
"ERR10391620","blaCTX-M-15","CEPHALOSPORIN","50","Environment","ESBL"
"ERR10391620","blaEC","BETA-LACTAM","50","Environment","ESBL"
"ERR10391621","blaEC","BETA-LACTAM","685","Environment","ESBL"
"ERR10391621","blaCTX-M-15","CEPHALOSPORIN","685","Environment","ESBL"
"ERR10391672","blaTEM-1","BETA-LACTAM","12815","Environment","ESBL"
"ERR10391672","blaCTX-M-15","CEPHALOSPORIN","12815","Environment","ESBL"
"ERR10391672","blaEC","BETA-LACTAM","12815","Environment","ESBL"
"ERR10391673","blaEC","BETA-LACTAM","93","Environment","ESBL"
"ERR10391673","blaCTX-M-15","CEPHALOSPORIN","93","Environment","ESBL"
"ERR10391673","blaTEM-1","BETA-LACTAM","93","Environment","ESBL"
"ERR10391674","blaCTX-M-15","CEPHALOSPORIN","50","Environment","ESBL"
"ERR10391674","blaEC","BETA-LACTAM","50","Environment","ESBL"
"ERR10391675","blaOXA","BETA-LACTAM","10","Environment","ESBL"
"ERR10391675","blaTEM-1","BETA-LACTAM","10","Environment","ESBL"
"ERR10391675","blaCTX-M","CEPHALOSPORIN","10","Environment","ESBL"
"ERR10391675","blaDHA-1","CEPHALOSPORIN","10","Environment","ESBL"
"ERR10391675","blaEC","BETA-LACTAM","10","Environment","ESBL"
"ERR10391678","blaCTX-M-15","CEPHALOSPORIN","602","Environment","ESBL"
"ERR10391678","blaEC","BETA-LACTAM","602","Environment","ESBL"
"ERR10391680","blaEC","BETA-LACTAM","12818","Environment","ESBL"
"ERR10391680","blaCTX-M-15","CEPHALOSPORIN","12818","Environment","ESBL"
"ERR10391681","blaEC","BETA-LACTAM","224","Environment","ESBL"
"ERR10391681","blaCTX-M-1","CEPHALOSPORIN","224","Environment","ESBL"
"ERR10391681","blaTEM-1","BETA-LACTAM","224","Environment","ESBL"
"ERR10391682","blaEC","BETA-LACTAM","2301","Environment","ESBL"
"ERR10391682","blaCTX-M-15","CEPHALOSPORIN","2301","Environment","ESBL"
"ERR10391682","blaOXA-1","CEPHALOSPORIN","2301","Environment","ESBL"
"ERR10391683","blaCTX-M-15","CEPHALOSPORIN","10","Environment","ESBL"
"ERR10391683","blaTEM-1","BETA-LACTAM","10","Environment","ESBL"
"ERR10391683","blaEC","BETA-LACTAM","10","Environment","ESBL"
"ERR10391684","blaCTX-M-15","CEPHALOSPORIN","453","Environment","ESBL"
"ERR10391684","blaEC","BETA-LACTAM","453","Environment","ESBL"
"ERR10391685","blaCTX-M-15","CEPHALOSPORIN","5044","Environment","ESBL"
"ERR10391685","blaEC","BETA-LACTAM","5044","Environment","ESBL"
"ERR10391686","blaCTX-M-15","CEPHALOSPORIN","6311","Environment","ESBL"
"ERR10391686","blaTEM-1","BETA-LACTAM","6311","Environment","ESBL"
"ERR10391686","blaEC","BETA-LACTAM","6311","Environment","ESBL"
"ERR10391687","blaEC","BETA-LACTAM","1140","Environment","ESBL"
"ERR10391687","blaCTX-M-15","CEPHALOSPORIN","1140","Environment","ESBL"
"ERR10391688","blaEC","BETA-LACTAM","685","Environment","ESBL"
"ERR10391688","blaCTX-M-15","CEPHALOSPORIN","685","Environment","ESBL"
"ERR10391689","blaTEM-1","BETA-LACTAM","1423","Environment","ESBL"
"ERR10391689","blaCTX-M-15","CEPHALOSPORIN","1423","Environment","ESBL"
"ERR10391689","blaEC","BETA-LACTAM","1423","Environment","ESBL"
"ERR10391690","blaEC","BETA-LACTAM","1722","Environment","ESBL"
"ERR10391690","blaCTX-M-15","CEPHALOSPORIN","1722","Environment","ESBL"
"ERR10391691","blaEC","BETA-LACTAM","12821","Environment","ESBL"
"ERR10391691","blaCTX-M-55","CEPHALOSPORIN","12821","Environment","ESBL"
"ERR10391692","blaTEM-1","BETA-LACTAM","6311","Environment","ESBL"
"ERR10391692","blaCTX-M-15","CEPHALOSPORIN","6311","Environment","ESBL"
"ERR10391692","blaEC","BETA-LACTAM","6311","Environment","ESBL"
"ERR10391693","ompC_R195L","CARBAPENEM","410","Environment","ESBL"
"ERR10391693","blaCMY-2","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391693","blaCTX-M-15","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391693","blaOXA-1","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391693","blaTEM-1","BETA-LACTAM","410","Environment","ESBL"
"ERR10391693","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391693","blaEC","BETA-LACTAM","410","Environment","ESBL"
"ERR10391694","blaEC","BETA-LACTAM","1722","Environment","ESBL"
"ERR10391694","blaCTX-M-15","CEPHALOSPORIN","1722","Environment","ESBL"
"ERR10391695","blaEC","BETA-LACTAM","450","Environment","ESBL"
"ERR10391695","blaTEM-1","BETA-LACTAM","450","Environment","ESBL"
"ERR10391695","blaCTX-M-15","CEPHALOSPORIN","450","Environment","ESBL"
"ERR10391696","blaCTX-M-14","CEPHALOSPORIN","131","Environment","ESBL"
"ERR10391696","blaTEM-1","BETA-LACTAM","131","Environment","ESBL"
"ERR10391696","blaEC","BETA-LACTAM","131","Environment","ESBL"
"ERR10391697","blaEC","BETA-LACTAM","405","Environment","ESBL"
"ERR10391697","blaCTX-M-15","CEPHALOSPORIN","405","Environment","ESBL"
"ERR10391697","blaOXA-1","CEPHALOSPORIN","405","Environment","ESBL"
"ERR10391698","blaTEM","BETA-LACTAM","617","Environment","ESBL"
"ERR10391698","blaOXA-1","CEPHALOSPORIN","617","Environment","ESBL"
"ERR10391698","blaCTX-M-15","CEPHALOSPORIN","617","Environment","ESBL"
"ERR10391698","blaEC","BETA-LACTAM","617","Environment","ESBL"
"ERR10391699","blaCTX-M-15","CEPHALOSPORIN","354","Environment","ESBL"
"ERR10391699","blaEC","BETA-LACTAM","354","Environment","ESBL"
"ERR10391700","blaCTX-M-15","CEPHALOSPORIN","13621","Environment","ESBL"
"ERR10391700","blaEC","BETA-LACTAM","13621","Environment","ESBL"
"ERR10391700","blaTEM-1","BETA-LACTAM","13621","Environment","ESBL"
"ERR10391701","blaOXA-1","CEPHALOSPORIN","44","Environment","ESBL"
"ERR10391701","blaEC","BETA-LACTAM","44","Environment","ESBL"
"ERR10391701","blaCTX-M-15","CEPHALOSPORIN","44","Environment","ESBL"
"ERR10391702","blaTEM-1","BETA-LACTAM","450","Environment","ESBL"
"ERR10391702","blaEC","BETA-LACTAM","450","Environment","ESBL"
"ERR10391702","blaCTX-M-15","CEPHALOSPORIN","450","Environment","ESBL"
"ERR10391703","blaEC","BETA-LACTAM","167","Environment","ESBL"
"ERR10391703","blaCTX-M-15","CEPHALOSPORIN","167","Environment","ESBL"
"ERR10391703","blaTEM-1","BETA-LACTAM","167","Environment","ESBL"
"ERR10391704","blaCMY-2","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391704","ompC_R195L","CARBAPENEM","410","Environment","ESBL"
"ERR10391704","blaCTX-M-15","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391704","blaOXA-1","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391704","blaTEM-1","BETA-LACTAM","410","Environment","ESBL"
"ERR10391704","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391704","blaEC","BETA-LACTAM","410","Environment","ESBL"
"ERR10391705","blaEC","BETA-LACTAM","38","Environment","ESBL"
"ERR10391705","blaCTX-M-27","CEPHALOSPORIN","38","Environment","ESBL"
"ERR10391706","blaCTX-M-15","CEPHALOSPORIN","2521","Environment","ESBL"
"ERR10391706","blaEC","BETA-LACTAM","2521","Environment","ESBL"
"ERR10391707","blaEC","BETA-LACTAM","12780","Environment","ESBL"
"ERR10391707","blaCTX-M-15","CEPHALOSPORIN","12780","Environment","ESBL"
"ERR10391708","blaCTX-M-14","CEPHALOSPORIN","131","Environment","ESBL"
"ERR10391708","blaEC","BETA-LACTAM","131","Environment","ESBL"
"ERR10391708","blaTEM-1","BETA-LACTAM","131","Environment","ESBL"
"ERR10391709","blaCTX-M-15","CEPHALOSPORIN","48","Environment","ESBL"
"ERR10391709","blaEC","BETA-LACTAM","48","Environment","ESBL"
"ERR10391710","blaCTX-M-15","CEPHALOSPORIN","165","Environment","ESBL"
"ERR10391710","blaEC","BETA-LACTAM","165","Environment","ESBL"
"ERR10391710","blaTEM-1","BETA-LACTAM","165","Environment","ESBL"
"ERR10391711","blaCTX-M-15","CEPHALOSPORIN","1727","Environment","ESBL"
"ERR10391711","blaTEM-1","BETA-LACTAM","1727","Environment","ESBL"
"ERR10391711","blaEC","BETA-LACTAM","1727","Environment","ESBL"
"ERR10391712","blaEC","BETA-LACTAM","58","Environment","ESBL"
"ERR10391712","blaCTX-M-15","CEPHALOSPORIN","58","Environment","ESBL"
"ERR10391712","blaTEM-1","BETA-LACTAM","58","Environment","ESBL"
"ERR10391713","blaEC","BETA-LACTAM","410","Environment","ESBL"
"ERR10391713","ompC_R195L","CARBAPENEM","410","Environment","ESBL"
"ERR10391713","blaCMY-2","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391713","blaCTX-M-15","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391713","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391713","blaOXA-1","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391713","blaTEM-1","BETA-LACTAM","410","Environment","ESBL"
"ERR10391714","blaCTX-M-15","CEPHALOSPORIN","354","Environment","ESBL"
"ERR10391714","blaEC","BETA-LACTAM","354","Environment","ESBL"
"ERR10391715","blaCTX-M-15","CEPHALOSPORIN","10","Environment","ESBL"
"ERR10391715","blaEC","BETA-LACTAM","10","Environment","ESBL"
"ERR10391716","blaCTX-M-15","CEPHALOSPORIN","10","Environment","ESBL"
"ERR10391716","blaEC","BETA-LACTAM","10","Environment","ESBL"
"ERR10391716","blaOXA-1","CEPHALOSPORIN","10","Environment","ESBL"
"ERR10391716","blaTEM-1","BETA-LACTAM","10","Environment","ESBL"
"ERR10391717","blaEC","BETA-LACTAM","450","Environment","ESBL"
"ERR10391717","blaCTX-M-15","CEPHALOSPORIN","450","Environment","ESBL"
"ERR10391718","blaCTX-M-27","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391718","blaEC","BETA-LACTAM","410","Environment","ESBL"
"ERR10391718","blaCTX-M-15","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391718","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391718","blaOXA-1","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391719","blaEC","BETA-LACTAM","1722","Environment","ESBL"
"ERR10391719","blaCTX-M-15","CEPHALOSPORIN","1722","Environment","ESBL"
"ERR10391720","blaCMY-2","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391720","ompC_R195L","CARBAPENEM","410","Environment","ESBL"
"ERR10391720","blaCTX-M-15","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391720","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391720","blaOXA-1","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391720","blaTEM-1","BETA-LACTAM","410","Environment","ESBL"
"ERR10391720","blaEC","BETA-LACTAM","410","Environment","ESBL"
"ERR10391721","blaEC","BETA-LACTAM","131","Environment","ESBL"
"ERR10391721","blaTEM-1","BETA-LACTAM","131","Environment","ESBL"
"ERR10391721","blaCTX-M-14","CEPHALOSPORIN","131","Environment","ESBL"
"ERR10391722","blaEC","BETA-LACTAM","131","Environment","ESBL"
"ERR10391722","blaCTX-M-27","CEPHALOSPORIN","131","Environment","ESBL"
"ERR10391722","blaTEM-1","BETA-LACTAM","131","Environment","ESBL"
"ERR10391723","blaEC","BETA-LACTAM","167","Environment","ESBL"
"ERR10391723","blaCTX-M-27","CEPHALOSPORIN","167","Environment","ESBL"
"ERR10391724","blaCMY-2","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391724","ompC_R195L","CARBAPENEM","410","Environment","ESBL"
"ERR10391724","blaCTX-M-15","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391724","blaOXA-1","CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391724","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Environment","ESBL"
"ERR10391724","blaTEM-1","BETA-LACTAM","410","Environment","ESBL"
"ERR10391724","blaEC","BETA-LACTAM","410","Environment","ESBL"
"ERR10391725","blaCTX-M-15","CEPHALOSPORIN","46","Environment","ESBL"
"ERR10391725","blaEC","BETA-LACTAM","46","Environment","ESBL"
"ERR10391725","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","46","Environment","ESBL"
"ERR10391725","blaTEM-190","BETA-LACTAM","46","Environment","ESBL"
"ERR11268621","blaEC-5","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11268621","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11268621","blaTEM-1","BETA-LACTAM","1193","Human","ESBL"
"ERR11268623","blaEC","BETA-LACTAM","710","Human","ESBL"
"ERR11268623","blaTEM-1","BETA-LACTAM","710","Human","ESBL"
"ERR11268623","blaCTX-M-15","CEPHALOSPORIN","710","Human","ESBL"
"ERR11268624","blaEC","BETA-LACTAM","2074","Human","ESBL"
"ERR11268624","blaCTX-M-15","CEPHALOSPORIN","2074","Human","ESBL"
"ERR11268624","blaTEM-1","BETA-LACTAM","2074","Human","ESBL"
"ERR11268625","blaEC","BETA-LACTAM","10","Human","ESBL"
"ERR11268626","blaEC","BETA-LACTAM","1722","Human","ESBL"
"ERR11268626","blaCTX-M-15","CEPHALOSPORIN","1722","Human","ESBL"
"ERR11268627","blaEC","BETA-LACTAM","181","Human","ESBL"
"ERR11268627","blaCTX-M-15","CEPHALOSPORIN","181","Human","ESBL"
"ERR11268628","blaEC","BETA-LACTAM","69","Human","ESBL"
"ERR11268628","blaCMY-2","CEPHALOSPORIN","69","Human","ESBL"
"ERR11268629","blaTEM-1","BETA-LACTAM","4663","Human","ESBL"
"ERR11268629","blaCTX-M-15","CEPHALOSPORIN","4663","Human","ESBL"
"ERR11268629","blaEC","BETA-LACTAM","4663","Human","ESBL"
"ERR11268630","blaEC","BETA-LACTAM","1196","Human","ESBL"
"ERR11268630","blaTEM-1","BETA-LACTAM","1196","Human","ESBL"
"ERR11268630","blaCTX-M-15","CEPHALOSPORIN","1196","Human","ESBL"
"ERR11268631","blaEC","BETA-LACTAM","349","Human","ESBL"
"ERR11268631","blaCTX-M-15","CEPHALOSPORIN","349","Human","ESBL"
"ERR11268631","blaTEM-1","BETA-LACTAM","349","Human","ESBL"
"ERR11268632","blaEC","BETA-LACTAM","218","Human","ESBL"
"ERR11268633","blaTEM-1","BETA-LACTAM","636","Human","ESBL"
"ERR11268633","blaEC","BETA-LACTAM","636","Human","ESBL"
"ERR11268633","blaCTX-M-15","CEPHALOSPORIN","636","Human","ESBL"
"ERR11268634","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11268634","blaTEM","BETA-LACTAM","-","Human","ESBL"
"ERR11268634","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11268635","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","-","Human","ESBL"
"ERR11268635","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR11268635","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11268635","blaCTX-M","CEPHALOSPORIN","-","Human","ESBL"
"ERR11268636","blaTEM-1","BETA-LACTAM","69","Human","ESBL"
"ERR11268636","blaCTX-M-15","CEPHALOSPORIN","69","Human","ESBL"
"ERR11268636","blaEC","BETA-LACTAM","69","Human","ESBL"
"ERR11268637","blaTEM","BETA-LACTAM","12","Human","ESBL"
"ERR11268637","blaEC","BETA-LACTAM","12","Human","ESBL"
"ERR11268637","blaCTX-M-15","CEPHALOSPORIN","12","Human","ESBL"
"ERR11268638","blaCTX-M-15","CEPHALOSPORIN","448","Human","ESBL"
"ERR11268638","blaEC","BETA-LACTAM","448","Human","ESBL"
"ERR11268639","blaEC","BETA-LACTAM","710","Human","ESBL"
"ERR11268639","blaTEM-1","BETA-LACTAM","710","Human","ESBL"
"ERR11268639","blaCTX-M-15","CEPHALOSPORIN","710","Human","ESBL"
"ERR11268640","blaEC","BETA-LACTAM","361","Human","ESBL"
"ERR11268640","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","361","Human","ESBL"
"ERR11268640","blaTEM-1","BETA-LACTAM","361","Human","ESBL"
"ERR11268640","blaCTX-M-15","CEPHALOSPORIN","361","Human","ESBL"
"ERR11268640","blaOXA","BETA-LACTAM","361","Human","ESBL"
"ERR11268641","blaCTX-M-15","CEPHALOSPORIN","1421","Human","ESBL"
"ERR11268641","blaEC","BETA-LACTAM","1421","Human","ESBL"
